,filename,width,height,class,xmin,ymin,xmax,ymax
2857,197_1525454890.3676755frame01893.jpg,640,360,ball,233,173,281,205
1399,260_montreal-game01_ak_000008.jpg,800,600,ball,216,164,234,180
977,291_10-framed20318.jpg,1280,720,ball,256,92,291,114
1573,260_montreal-game01_ac_000121.jpg,800,600,ball,506,315,523,331
400,294_56-framed576.jpg,1280,720,ball,850,515,906,582
1473,260_montreal-game01_af_000243.jpg,800,600,ball,432,193,450,211
2606,197_1525455351.7088752frame05606.jpg,640,360,ball,232,186,323,274
3920,35_euro_ball_01_a_00604.jpg,800,600,ball,306,296,385,375
3744,36_euro_ball_game_1_l_00016.jpg,800,600,ball,275,290,344,359
2742,34_leipzig_robocup16_002.258.jpg,800,600,ball,241,270,273,300
1487,260_montreal-game01_af_000185.jpg,800,600,ball,663,201,682,219
472,291_7-framed9316.jpg,1280,720,ball,716,309,752,354
1542,260_montreal-game01_ae_000059.jpg,800,600,ball,12,189,61,234
806,292_18-framed3704.jpg,1280,720,ball,517,268,555,299
1567,260_montreal-game01_ac_000169.jpg,800,600,ball,420,91,437,107
727,292_22-framed3213.jpg,1280,720,ball,586,399,659,472
1364,260_montreal-game01_ak_000325.jpg,800,600,ball,573,228,589,244
3538,295_66-framed6880.jpg,1280,720,ball,757,229,780,257
3613,293_31-framed7541.jpg,1280,720,ball,554,448,592,484
2402,5_jan16_seq__000.674.jpg,800,600,ball,548,78,605,134
4480,151_21_02_2018__17_23_31_0087_upper.jpg,640,480,ball,629,90,640,100
3935,32_leipzig_robocup16_009.959.jpg,800,600,ball,531,434,638,546
3784,36_euro_ball_game_1_i_00003.jpg,800,600,ball,303,331,336,365
3726,36_euro_ball_game_1_m_00051.jpg,800,600,ball,344,212,412,283
2793,197_1525455061.1213028frame03263.jpg,640,360,ball,162,180,201,216
800,292_18-framed4841.jpg,1280,720,ball,762,308,800,341
3066,295_74-framed4597-1.jpg,1280,662,ball,620,338,666,387
1727,260_montreal-game01_aa_000109.jpg,800,600,ball,103,146,122,164
57,294_60-framed17237-1.jpg,1280,612,ball,553,249,580,272
894,291_10-framed51780.jpg,1280,720,ball,708,81,740,120
1962,IMG_20181003_153059718_BURST012.jpg,3264,1836,ball,1554,890,2766,1838
1471,260_montreal-game01_af_000269.jpg,800,600,ball,332,139,350,157
3212,293_40-framed1652-1.jpg,640,360,ball,300,210,347,255
4434,155_sequences_misc_ball_robot_1_a_00213.jpg,800,600,ball,518,283,581,343
3393,293_32-framed552.jpg,1280,720,ball,1070,176,1099,197
3032,295_75-framed16864.jpg,1280,720,ball,441,175,508,236
2097,IMG_20181001_165510462_BURST000_COVER.jpg,3264,1836,ball,1324,638,1704,1018
3519,295_67-framed2451.jpg,1280,720,ball,1120,269,1161,308
1424,260_montreal-game01_ai_000240.jpg,800,600,ball,506,309,532,336
2318,IMG_20181001_164856823.jpg,4096,2304,ball,1655,558,2172,1083
390,294_57-framed1839.jpg,1280,720,ball,846,425,963,530
2577,197_1525455488.6605806frame06706.jpg,640,360,ball,232,0,275,16
219,292_25-framed5796-1.jpg,1280,612,ball,554,421,655,524
543,291_4-framed4433-1.jpg,1280,598,ball,638,388,708,462
62,294_53-framed2567-1.jpg,1280,619,ball,841,8,892,57
901,291_10-framed48553.jpg,1280,720,ball,710,79,742,130
4528,100_26_01_2018__19_29_15_0604_upper.jpg,640,480,ball,347,198,416,271
3244,293_38-framed1263-1.jpg,960,396,ball,482,239,527,282
984,291_10-framed19108.jpg,1280,720,ball,529,207,565,244
513,291_6-framed1327.jpg,1280,720,ball,453,264,510,321
2192,IMG_20181001_165045542_BURST002.jpg,4096,2304,ball,1601,760,2004,1164
3334,293_33-framed8976-1.jpg,1280,634,ball,808,414,844,446
690,292_24-framed15706-1.jpg,1280,598,ball,704,250,793,336
2819,197_1525454952.0676963frame02396.jpg,640,360,ball,378,99,415,137
1405,260_montreal-game01_aj_000130.jpg,800,600,ball,106,323,142,356
825,292_18-framed1145.jpg,1280,720,ball,1149,440,1199,494
1927,154_sequences_misc_ball_1_00036.jpg,800,600,ball,395,124,450,185
4512,250_11_06_2018__15_35_41_2295_upper.jpg,640,480,ball,280,0,312,23
1485,260_montreal-game01_af_000194.jpg,800,600,ball,584,409,624,450
3621,293_31-framed16986.jpg,1280,720,ball,1038,588,1118,660
785,292_18-framed8965.jpg,1280,720,ball,741,521,812,601
107,294_51-framed33139-1.jpg,1280,598,ball,695,279,817,437
1906,159_wolves_test_b_169.jpg,640,480,ball,518,203,554,239
2629,197_1525455292.5156593frame05102.jpg,640,360,ball,365,162,494,265
1443,260_montreal-game01_ai_000061.jpg,800,600,ball,657,259,671,273
3195,293_40-framed538-2.jpg,640,360,ball,20,141,81,200
523,291_5-framed6098.jpg,1280,504,ball,338,277,443,382
769,292_19-framed4596.jpg,1280,720,ball,590,448,664,521
2263,IMG_20181003_152502080_HDR.jpg,3264,1836,ball,1361,616,1597,874
2576,197_1525455489.8569202frame06715.jpg,640,360,ball,208,108,259,157
2702,5_jan16_seq__000.055.jpg,800,600,ball,420,214,472,267
1145,81_test_nagoya_game_a_00568.jpg,800,600,ball,160,220,195,254
3380,293_32-framed8612.jpg,1280,720,ball,421,232,436,256
3114,295_69-framed3986.jpg,1280,720,ball,650,425,705,484
3183,293_42-framed11954.jpg,1280,720,ball,515,370,615,474
563,291_4-framed11145-1.jpg,1280,598,ball,413,252,529,356
1942,14_leipzig_robocup16_001.865.jpg,800,600,ball,195,41,260,106
3695,36_euro_ball_game_1_m_00395.jpg,800,600,ball,557,56,576,72
56,294_60-framed17644-1.jpg,1280,612,ball,450,262,479,287
461,294_54-framed831-1.jpg,1280,576,ball,598,383,630,416
2526,197_1525455676.3371384frame08210.jpg,640,360,ball,36,192,122,277
2122,IMG_20181001_165401758_BURST002.jpg,3264,1836,ball,1769,772,2214,1147
1763,168_frame0062.jpg,640,360,ball,351,195,369,214
2695,197_1525455113.276531frame03664.jpg,640,360,ball,228,107,313,195
174,292_29-framed5012.jpg,1280,720,ball,600,516,736,649
3930,32_leipzig_robocup16_010.347.jpg,800,600,ball,302,49,363,111
1520,260_montreal-game01_af_000043.jpg,800,600,ball,263,119,280,138
983,291_10-framed19108.jpg,1280,720,ball,287,98,311,122
2805,197_1525454988.0137088frame02686.jpg,640,360,ball,543,297,602,354
1242,6_jun16_seq_pos_000.016.jpg,800,600,ball,414,256,455,300
996,291_10-framed1360.jpg,1280,720,ball,293,83,327,112
2284,IMG_20181001_164944467_BURST000_COVER.jpg,4096,2304,ball,1325,444,2865,1957
812,292_18-framed18491.jpg,1280,720,ball,63,410,115,467
4031,258_aframe0250.jpg,640,360,ball,208,12,374,182
1806,166_frame3953.jpg,640,360,ball,250,145,269,165
2228,IMG_20181001_164959267.jpg,4096,2304,ball,847,40,2751,1957
253,292_15-framed2491.jpg,1280,720,ball,934,433,1025,520
3985,258_cframe0333.jpg,640,360,ball,77,94,144,154
728,292_22-framed3156.jpg,1280,720,ball,435,412,574,559
2285,IMG_20181001_164928824_BURST013.jpg,4096,2304,ball,1238,0,2462,1036
1204,6_jun16_seq_pos_000.817.jpg,800,600,ball,556,257,613,316
333,294_59-framed5390.jpg,1280,720,ball,749,454,829,534
2204,IMG_20181001_165032856_BURST000_COVER.jpg,4096,2304,ball,1695,1271,2367,2011
786,292_18-framed860.jpg,1280,720,ball,875,358,921,402
1887,166_frame2259.jpg,640,360,ball,300,209,318,226
641,291_12-framed1847.jpg,1280,720,ball,531,382,592,443
2704,5_jan16_seq__000.033.jpg,800,600,ball,398,255,487,348
621,291_2-framed358.jpg,1280,720,ball,567,378,657,484
4486,151_21_02_2018__17_23_31_0036_upper.jpg,640,480,ball,629,90,640,100
4085,36_euro_ball_game_1_n_00531.jpg,800,600,ball,317,387,353,422
1460,260_montreal-game01_ag_000071.jpg,800,600,ball,493,368,538,411
1623,252_11_06_2018__16_14_08_4094_lower.jpg,320,240,ball,189,25,267,101
4005,258_bframe0443.jpg,640,360,ball,225,224,333,333
161,294_48-framed2620.jpg,1280,720,ball,726,490,885,645
834,292_17-framed4176.jpg,1280,720,ball,320,200,354,232
869,292_16-framed12404-1.jpg,896,720,ball,151,258,173,282
2507,197_1525455753.4881375frame08807.jpg,640,360,ball,187,83,207,101
4094,36_euro_ball_game_1_n_00361.jpg,800,600,ball,295,74,334,112
304,291_9-framed10998.jpg,1280,720,ball,677,417,714,447
775,292_19-framed2444.jpg,1280,720,ball,408,356,504,444
1302,260_montreal-game01_an_000007.jpg,800,600,ball,317,169,371,225
2265,IMG_20181003_152452026.jpg,3264,1836,ball,1270,627,1742,1077
4003,258_cframe0051.jpg,640,360,ball,205,208,378,359
940,291_10-framed37259.jpg,1280,720,ball,732,159,765,199
2847,197_1525454904.5195053frame02013.jpg,640,360,ball,71,32,128,87
3092,295_72-framed1478.jpg,1280,720,ball,122,565,266,708
3638,293_30-framed2755.jpg,1280,720,ball,499,461,565,522
3942,32_leipzig_robocup16_009.703.jpg,800,600,ball,361,195,407,265
995,291_10-framed13864.jpg,1280,720,ball,577,171,608,203
2560,197_1525455559.2379303frame07259.jpg,640,360,ball,424,59,501,129
2199,IMG_20181001_165032856_BURST005.jpg,4096,2304,ball,1406,377,1910,800
3571,295_66-framed13468.jpg,1280,720,ball,1000,249,1032,279
1722,260_montreal-game01_aa_000139.jpg,800,600,ball,296,446,328,477
2948,196_output_00459.jpg,1920,1080,ball,911,739,1144,976
3972,25_ball_move_1_00134.jpg,800,600,ball,414,113,448,152
4064,36_euro_ball_game_1_n_00768.jpg,800,600,ball,546,58,582,94
1314,260_montreal-game01_am_000237.jpg,800,600,ball,323,148,367,191
2079,IMG_20181003_152256629.jpg,3264,1836,ball,981,745,1897,1710
3231,293_38-framed650-1.jpg,960,396,ball,476,210,524,268
155,294_48-framed486.jpg,1280,720,ball,409,429,470,496
1794,166_frame4206.jpg,640,360,ball,140,248,161,267
3532,295_66-framed8455.jpg,1280,720,ball,784,223,800,245
2404,5_jan16_seq__000.626.jpg,800,600,ball,492,82,554,151
919,291_10-framed40486.jpg,1280,720,ball,754,181,803,220
2445,197_1525455891.3567955frame09932.jpg,640,360,ball,90,108,134,190
1007,291_10-framed12250.jpg,1280,720,ball,327,248,370,295
2781,197_1525455097.7367392frame03547.jpg,640,360,ball,363,97,496,213
2003,IMG_20181003_153003093_BURST000_COVER.jpg,3264,1836,ball,1501,836,1779,1147
3178,293_42-framed17246.jpg,1280,720,ball,705,438,784,494
4284,36_euro_ball_game_1_b_00261.jpg,800,600,ball,365,223,424,284
3039,295_75-framed16007.jpg,1280,720,ball,856,596,1009,720
4008,258_bframe0402.jpg,640,360,ball,215,96,387,269
2449,197_1525455886.3998246frame09891.jpg,640,360,ball,34,197,80,239
692,292_24-framed12708-1.jpg,1280,598,ball,393,321,495,417
1864,166_frame2655.jpg,640,360,ball,292,135,306,153
827,292_18-framed1003.jpg,1280,720,ball,879,358,923,400
2541,197_1525455610.1535153frame07670.jpg,640,360,ball,470,170,552,229
2274,IMG_20181003_152420456_HDR.jpg,3264,1836,ball,1699,713,1919,927
1879,166_frame2377.jpg,640,360,ball,308,189,326,206
1217,6_jun16_seq_pos_000.559.jpg,800,600,ball,132,214,162,249
4099,36_euro_ball_game_1_n_00229.jpg,800,600,ball,298,416,332,446
457,294_55-framed10580-1.jpg,960,720,ball,377,476,408,517
4177,15_leipzig_robocup16_003.347.jpg,800,600,ball,359,272,404,316
3796,36_euro_ball_game_1_h_00420.jpg,800,600,ball,403,476,443,514
1088,81_test_nagoya_game_c_00331.jpg,800,600,ball,397,368,484,451
3788,36_euro_ball_game_1_h_00542.jpg,800,600,ball,425,74,464,117
2137,IMG_20181001_165335644_BURST004.jpg,3264,1836,ball,1104,793,2026,1720
2457,197_1525455866.9296324frame09724.jpg,640,360,ball,172,96,199,120
4247,36_euro_ball_game_1_d_00181.jpg,800,600,ball,498,179,538,217
1772,166_frame5331.jpg,640,360,ball,529,157,547,174
4513,13_leipzig_robocup16_001.200.jpg,800,600,ball,610,181,673,241
2463,197_1525455834.8999171frame09468.jpg,640,360,ball,405,45,426,65
1442,260_montreal-game01_ai_000063.jpg,800,600,ball,212,447,244,476
1625,252_11_06_2018__16_14_08_3758_lower.jpg,320,240,ball,175,139,255,219
4382,156_sequences_jasper_kicking_euro_ball_00726.jpg,800,600,ball,467,397,620,552
268,291_9-framed8571.jpg,1280,720,ball,441,388,484,435
1459,260_montreal-game01_ag_000071.jpg,800,600,ball,560,171,577,190
511,291_6-framed1608.jpg,1280,720,ball,368,482,433,563
3851,36_euro_ball_game_1_f_00109.jpg,800,600,ball,435,185,466,217
1988,IMG_20181003_153043498_BURST002.jpg,3264,1836,ball,1393,263,2240,1126
675,292_24-framed2860-1.jpg,1280,598,ball,655,296,696,340
2052,IMG_20181003_152336183_BURST019.jpg,3264,1836,ball,1324,407,1597,702
3627,293_30-framed602.jpg,1280,720,ball,736,455,795,512
1288,260_montreal-game01_ao_000118.jpg,800,600,ball,147,292,202,343
4208,15_leipzig_robocup16_002.866.jpg,800,600,ball,535,418,580,464
2082,IMG_20181003_152233339.jpg,3264,1836,ball,1329,643,1828,1158
588,291_3-framed2851.jpg,1280,720,ball,616,411,746,543
2028,IMG_20181003_152540513_BURST015.jpg,3264,1836,ball,831,386,2208,1667
185,292_28-framed1391.jpg,1280,720,ball,1163,406,1192,431
2156,IMG_20181001_165240877_BURST005.jpg,3264,1836,ball,0,0,2289,1828
2121,IMG_20181001_165401758_BURST004.jpg,3264,1836,ball,1538,482,2069,1072
1358,260_montreal-game01_ak_000342.jpg,800,600,ball,523,148,537,164
913,291_10-framed4183.jpg,1280,720,ball,293,83,323,116
2800,197_1525455029.0650458frame03012.jpg,640,360,ball,571,90,612,129
1872,166_frame2459.jpg,640,360,ball,281,203,299,221
4079,36_euro_ball_game_1_n_00591.jpg,800,600,ball,0,297,39,338
3552,295_66-framed18194.jpg,1280,720,ball,780,233,806,255
147,294_49-framed3734.jpg,1280,720,ball,630,370,722,474
4192,15_leipzig_robocup16_003.102.jpg,800,600,ball,152,2,240,80
3568,295_66-framed14756.jpg,1280,720,ball,1134,279,1168,311
3014,295_75-framed4720.jpg,1280,720,ball,650,305,678,333
2519,197_1525455699.4510016frame08381.jpg,640,360,ball,487,212,616,330
2583,197_1525455454.5816245frame06441.jpg,640,360,ball,467,53,527,114
1571,260_montreal-game01_ac_000165.jpg,800,600,ball,399,103,417,120
4347,157_sequences_jasper_euro_ball_1_a_00087.jpg,800,600,ball,323,219,372,268
4527,100_26_01_2018__19_29_15_0651_upper.jpg,640,480,ball,434,360,495,426
1166,81_test_nagoya_game_a_00280.jpg,800,600,ball,250,187,284,222
4313,157_sequences_jasper_euro_ball_1_f_00003.jpg,800,600,ball,227,128,276,181
182,292_28-framed203.jpg,1280,720,ball,641,307,666,332
4408,156_sequences_jasper_kicking_euro_ball_00369.jpg,800,600,ball,479,137,514,173
93,294_52-framed1356-1.jpg,1280,626,ball,574,279,607,309
2915,196_output_00922.jpg,1920,1080,ball,998,249,1154,403
799,292_18-framed4984.jpg,1280,720,ball,760,306,798,350
1719,260_montreal-game01_aa_000172.jpg,800,600,ball,456,441,485,469
4111,36_euro_ball_game_1_n_00102.jpg,800,600,ball,495,56,533,90
4342,157_sequences_jasper_euro_ball_1_b_00067.jpg,800,600,ball,242,261,380,402
86,294_52-framed19457-1.jpg,1280,626,ball,787,317,818,343
4233,157_sequences_jasper_euro_ball_1_g_00329.jpg,800,600,ball,591,133,626,168
672,292_24-framed5287-1.jpg,1280,598,ball,695,266,746,315
1345,260_montreal-game01_al_000105.jpg,800,600,ball,612,240,625,251
1329,260_montreal-game01_am_000009.jpg,800,600,ball,480,123,514,155
2644,197_1525455265.5483365frame04870.jpg,640,360,ball,329,167,386,224
1246,6_jan16_seq__001.613.jpg,800,600,ball,299,168,356,225
833,292_17-framed5787.jpg,1280,720,ball,539,260,578,296
1552,260_montreal-game01_ad_000013.jpg,800,600,ball,649,96,668,114
413,294_56-framed1574.jpg,1280,720,ball,247,525,324,605
3462,293_32-framed14658.jpg,1280,720,ball,315,203,340,233
153,294_49-framed1009.jpg,1280,720,ball,1137,413,1224,492
589,291_3-framed2708.jpg,1280,720,ball,917,415,1065,557
1240,6_jun16_seq_pos_000.038.jpg,800,600,ball,394,338,489,443
3168,293_42-framed7883.jpg,1280,720,ball,301,389,380,451
3224,293_40-framed1207-1.jpg,640,360,ball,257,191,290,228
4219,157_sequences_jasper_euro_ball_1_i_00097.jpg,800,600,ball,227,240,357,369
1878,166_frame2388.jpg,640,360,ball,304,189,322,206
3535,295_66-framed7452.jpg,1280,720,ball,768,213,794,237
2297,IMG_20181001_164928824_BURST000_COVER.jpg,4096,2304,ball,1917,1291,2314,1729
1135,81_test_nagoya_game_b_00076.jpg,800,600,ball,357,254,384,282
2786,197_1525455082.1163526frame03426.jpg,640,360,ball,256,279,316,340
44,294_60-framed4218-1.jpg,1280,612,ball,743,128,760,142
3631,293_30-framed3548.jpg,1280,720,ball,509,410,573,472
1930,14_leipzig_robocup16_002.644.jpg,800,600,ball,93,288,153,355
2540,197_1525455612.2454526frame07685.jpg,640,360,ball,123,170,216,237
924,291_10-framed40082.jpg,1280,720,ball,756,181,793,216
1694,260_montreal-game01_aa_000327.jpg,800,600,ball,216,134,247,163
3446,293_32-framed15867.jpg,1280,720,ball,1104,207,1125,226
4291,36_euro_ball_game_1_b_00165.jpg,800,600,ball,381,243,438,304
4370,156_sequences_jasper_kicking_euro_ball_00938.jpg,800,600,ball,633,150,718,232
3101,295_70-framed4707.jpg,1280,720,ball,913,385,1045,500
1483,260_montreal-game01_af_000194.jpg,800,600,ball,710,219,729,237
2514,197_1525455716.7947831frame08518.jpg,640,360,ball,118,212,215,295
4302,157_sequences_jasper_euro_ball_1_g_00120.jpg,800,600,ball,291,285,452,453
962,291_10-framed2570.jpg,1280,720,ball,293,81,327,118
342,294_59-framed2557.jpg,1280,720,ball,354,502,473,626
288,291_9-framed2575.jpg,1280,720,ball,173,441,218,494
3912,35_euro_ball_01_d_00264.jpg,800,600,ball,380,226,534,378
638,291_12-framed2555.jpg,1280,720,ball,338,421,394,484
1444,260_montreal-game01_ai_000061.jpg,800,600,ball,228,443,256,472
1811,166_frame3913.jpg,640,360,ball,156,29,179,48
1629,252_11_06_2018__16_14_08_3548_lower.jpg,320,240,ball,254,92,320,163
4135,21_aufnahme54_FullPic.jpg,640,360,ball,239,165,294,220
1161,81_test_nagoya_game_a_00360.jpg,800,600,ball,417,382,453,420
636,291_12-framed2838.jpg,1280,720,ball,939,492,984,541
1882,166_frame2326.jpg,640,360,ball,309,167,326,184
25,294_63-framed1500.jpg,1280,720,ball,664,467,735,536
2042,IMG_20181003_152400696_BURST009.jpg,3264,1836,ball,1024,911,1962,1838
1853,166_frame2822.jpg,640,360,ball,335,181,352,197
521,291_5-framed6381.jpg,1280,504,ball,494,319,606,427
2731,5_img_fr_nov15_000.005.jpg,800,600,ball,528,208,744,420
1666,262_montreal-game04_ab_000110.jpg,800,600,ball,264,408,296,436
570,291_3-framed8539.jpg,1280,720,ball,480,439,545,508
97,294_51-framed6586-1.jpg,1280,598,ball,673,360,754,439
67,294_52-framed4976-1.jpg,1280,626,ball,478,391,516,423
2536,197_1525455620.3184073frame07747.jpg,640,360,ball,0,269,91,348
2486,197_1525455776.7714536frame08992.jpg,640,360,ball,229,66,248,83
897,291_10-framed50973.jpg,1280,720,ball,1025,201,1055,256
4410,156_sequences_jasper_kicking_euro_ball_00355.jpg,800,600,ball,388,96,422,131
2387,7_leipzig_robocup16_000.163.jpg,800,600,ball,561,187,667,288
3109,295_69-framed4673.jpg,1280,720,ball,656,174,711,229
2943,196_output_00537.jpg,1920,1080,ball,648,257,881,493
1551,260_montreal-game01_ad_000112.jpg,800,600,ball,68,295,97,322
3368,293_33-framed10832-1.jpg,1280,634,ball,338,290,366,321
3903,35_euro_ball_01_g_00130.jpg,800,600,ball,278,138,378,234
1985,IMG_20181003_153043498_BURST005.jpg,3264,1836,ball,1619,536,2787,1683
121,294_51-framed13425-1.jpg,1280,598,ball,498,401,588,498
280,291_9-framed5573.jpg,1280,720,ball,771,437,832,492
1950,131_16_02_2018__11_18_08_0590_upper.jpg,640,480,ball,295,132,342,182
3530,295_66-framed9171.jpg,1280,720,ball,1126,160,1158,198
259,292_15-framed2148.jpg,1280,720,ball,961,446,1066,541
1264,262_montreal-game04_aa_000128.jpg,800,600,ball,490,372,522,402
417,294_55-framed9580-1.jpg,960,720,ball,630,425,658,458
1346,260_montreal-game01_al_000091.jpg,800,600,ball,344,499,396,554
4226,157_sequences_jasper_euro_ball_1_h_00063.jpg,800,600,ball,239,264,345,376
3799,36_euro_ball_game_1_h_00395.jpg,800,600,ball,185,453,228,495
3226,293_40-framed1095-3.jpg,640,360,ball,280,186,314,221
1590,260_montreal-game01_ab_000176.jpg,800,600,ball,438,34,458,53
3005,295_75-framed6578.jpg,1280,720,ball,995,296,1036,333
4457,153_sequences_euro_ball_robot_1_b_00229.jpg,800,600,ball,489,202,524,239
438,294_55-framed16868-1.jpg,960,720,ball,469,484,512,523
173,292_29-framed5155.jpg,1280,720,ball,545,466,657,600
1237,6_jun16_seq_pos_000.092.jpg,800,600,ball,299,275,331,309
4502,149_21_02_2018__17_02_52_0006_upper.jpg,640,480,ball,336,106,398,169
4102,36_euro_ball_game_1_n_00206.jpg,800,600,ball,468,382,502,413
880,291_10-framed553.jpg,1280,720,ball,325,94,346,116
871,292_15-framed834.jpg,1280,720,ball,727,544,797,625
676,292_24-framed2575-1.jpg,1280,598,ball,649,324,729,399
134,294_50-framed2125.jpg,1280,720,ball,254,480,333,569
4278,36_euro_ball_game_1_b_00315.jpg,800,600,ball,549,354,609,419
4030,258_aframe0252.jpg,640,360,ball,230,48,380,200
1492,260_montreal-game01_af_000165.jpg,800,600,ball,656,161,675,177
2639,197_1525455276.0085673frame04960.jpg,640,360,ball,345,208,402,290
691,292_24-framed13993-1.jpg,1280,598,ball,1051,273,1116,334
1193,6_jun16_seq_pos_x00.027.jpg,800,600,ball,577,362,679,459
3589,295_65-framed26097-1.jpg,1280,626,ball,855,456,889,488
2238,IMG_20181003_152540513_BURST002.jpg,3264,1836,ball,2106,472,2696,1072
2518,197_1525455701.31106frame08395.jpg,640,360,ball,473,126,600,245
233,292_24-framed8712-1.jpg,1280,598,ball,888,266,1000,380
4446,155_sequences_misc_ball_robot_1_a_00061.jpg,800,600,ball,222,197,291,266
3345,293_33-framed5264-1.jpg,1280,634,ball,972,452,1078,545
2362,7_leipzig_robocup16_000.677.jpg,800,600,ball,280,147,321,193
4193,15_leipzig_robocup16_003.095.jpg,800,600,ball,157,23,244,107
1557,260_montreal-game01_ac_000235.jpg,800,600,ball,272,111,299,137
